order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at
1947,33,866,865,5,cash,2017-03-14 5:05:37
4959,70,711,865,5,credit_card,2017-03-08 17:22:51
2354,27,811,845,5,cash,2017-03-13 7:07:39
523,46,761,830,5,credit_card,2017-03-26 19:07:51
1963,46,879,830,5,debit,2017-03-14 17:11:01
2968,46,774,830,5,debit,2017-03-23 9:22:12
3866,68,815,816,6,debit,2017-03-11 9:31:50
772,19,818,815,5,debit,2017-03-07 8:48:16
1124,29,911,815,5,credit_card,2017-03-26 0:53:49
3928,97,979,810,5,credit_card,2017-03-11 7:37:13
2758,66,772,805,5,credit_card,2017-03-14 8:43:29
3439,66,842,805,5,credit_card,2017-03-22 17:58:37
743,12,727,804,4,cash,2017-03-14 16:38:01
1765,12,789,804,4,debit,2017-03-03 3:10:50
1629,91,982,800,5,debit,2017-03-10 20:05:33
1924,91,880,800,5,credit_card,2017-03-08 10:58:01
4620,91,926,800,5,credit_card,2017-03-01 5:10:03
2137,61,931,790,5,debit,2017-03-07 8:12:31
4871,61,958,790,5,credit_card,2017-03-02 23:46:58
3253,67,706,786,6,credit_card,2017-03-29 16:05:41
995,89,723,784,4,cash,2017-03-05 9:05:23
2141,89,767,784,4,cash,2017-03-05 23:52:45
100,18,752,780,5,cash,2017-03-06 23:41:16
220,23,884,780,5,credit_card,2017-03-03 20:11:05
260,99,963,780,4,credit_card,2017-03-25 11:41:01
265,16,950,780,5,credit_card,2017-03-24 7:32:42
2671,18,740,780,5,debit,2017-03-12 22:44:22
4296,99,760,780,4,cash,2017-03-16 21:22:47
4555,18,833,780,5,debit,2017-03-22 8:16:22
4712,86,883,780,6,cash,2017-03-18 14:18:19
2128,83,745,774,6,cash,2017-03-27 6:59:46
738,50,873,772,4,debit,2017-03-02 21:26:04
4981,50,942,772,4,credit_card,2017-03-23 5:15:19
137,15,961,765,5,credit_card,2017-03-26 5:06:46
223,96,829,765,5,debit,2017-03-13 15:16:25
1485,96,702,765,5,credit_card,2017-03-03 20:53:28
2044,84,721,765,5,credit_card,2017-03-13 2:18:47
4928,74,849,765,5,cash,2017-03-28 6:55:57
2387,38,847,760,4,cash,2017-03-25 9:48:36
3118,38,794,760,4,credit_card,2017-03-04 7:58:59
4513,38,848,760,4,debit,2017-03-27 7:18:04
4906,38,748,760,4,debit,2017-03-30 17:21:52
652,51,987,748,4,credit_card,2017-03-17 10:33:12
3203,6,841,748,4,credit_card,2017-03-26 8:24:52
4575,6,922,748,4,debit,2017-03-10 11:17:39
4581,51,799,748,4,cash,2017-03-02 5:45:50
4597,6,846,748,4,cash,2017-03-04 5:57:05
1949,87,801,745,5,credit_card,2017-03-12 4:35:06
2390,87,754,745,5,debit,2017-03-10 21:07:31
3967,10,976,740,5,debit,2017-03-13 17:09:41
1504,11,904,736,4,debit,2017-03-06 23:08:25
3429,11,922,736,4,cash,2017-03-04 21:14:40
3518,11,732,736,4,debit,2017-03-20 8:36:02
3610,11,901,736,4,debit,2017-03-08 2:21:55
4491,57,941,735,5,credit_card,2017-03-20 8:55:46
1125,52,994,730,5,credit_card,2017-03-07 6:54:05
4660,47,894,725,5,cash,2017-03-01 4:49:59
2313,79,745,724,4,debit,2017-03-27 9:26:31
2787,43,876,724,4,credit_card,2017-03-01 1:41:43
3825,43,736,724,4,credit_card,2017-03-25 17:34:51
496,59,974,712,4,debit,2017-03-10 8:59:05
886,59,841,712,4,credit_card,2017-03-28 21:11:18
979,90,734,712,4,credit_card,2017-03-16 2:09:22
1152,90,737,712,4,debit,2017-03-27 13:35:10
1613,90,796,712,4,credit_card,2017-03-20 11:36:47
1909,90,798,712,4,cash,2017-03-05 0:06:56
2933,59,909,712,4,debit,2017-03-07 8:08:32
3000,59,748,712,4,debit,2017-03-12 13:42:11
3259,59,874,712,4,credit_card,2017-03-22 7:36:58
3598,59,701,712,4,debit,2017-03-23 21:44:30
4093,90,889,712,4,cash,2017-03-18 10:48:13
4749,90,789,712,4,credit_card,2017-03-29 7:56:44
565,45,725,710,5,debit,2017-03-03 0:35:20
1910,37,807,710,5,debit,2017-03-17 13:13:00
2468,45,754,710,5,cash,2017-03-04 21:59:46
2552,37,753,710,5,debit,2017-03-15 3:06:53
2659,21,974,710,5,debit,2017-03-02 7:19:48
3024,21,985,710,5,debit,2017-03-23 12:56:18
3720,45,713,710,5,cash,2017-03-21 11:39:35
4353,5,935,710,5,debit,2017-03-24 12:27:38
4800,37,785,710,5,credit_card,2017-03-11 11:24:42
4914,37,780,710,5,credit_card,2017-03-12 8:21:22
1218,82,759,708,4,debit,2017-03-01 5:38:36
1501,81,824,708,4,cash,2017-03-06 2:04:34
2783,82,787,708,4,credit_card,2017-03-09 22:25:24
2806,82,823,708,4,credit_card,2017-03-23 16:38:29
4172,81,734,708,4,cash,2017-03-07 15:01:45
4514,81,861,708,4,debit,2017-03-12 15:43:03
4856,81,914,708,4,credit_card,2017-03-06 12:37:42
23,88,985,704,4,credit_card,2017-03-22 1:19:41
410,42,904,704,2,credit_card,2017-03-04 14:32:58
700,17,736,704,4,credit_card,2017-03-08 21:50:21
814,26,875,704,4,cash,2017-03-06 14:10:02
836,42,819,704,2,cash,2017-03-09 14:15:15
879,88,787,704,4,credit_card,2017-03-02 5:05:25
1329,26,736,704,4,debit,2017-03-05 23:22:12
1407,17,985,704,4,credit_card,2017-03-05 16:07:18
1521,42,756,704,2,debit,2017-03-22 13:10:31
1578,17,718,704,4,debit,2017-03-09 21:36:32
1632,88,785,704,4,credit_card,2017-03-22 11:43:03
1912,42,739,704,2,cash,2017-03-07 5:42:52
2004,42,934,704,2,cash,2017-03-26 9:21:26
2274,42,747,704,2,debit,2017-03-27 20:48:19
2492,42,868,704,2,debit,2017-03-01 18:33:33
2553,17,762,704,4,credit_card,2017-03-17 17:36:00
2610,42,868,704,2,debit,2017-03-23 18:10:14
2767,42,970,704,2,credit_card,2017-03-05 10:45:42
4295,42,859,704,2,cash,2017-03-24 20:50:40
4327,42,788,704,2,debit,2017-03-16 23:37:57
4422,42,736,704,2,credit_card,2017-03-01 12:19:49
4768,42,720,704,2,credit_card,2017-03-14 10:26:08
54,33,842,692,4,debit,2017-03-08 7:36:34
676,33,779,692,4,cash,2017-03-04 23:12:53
1557,70,890,692,4,debit,2017-03-07 11:12:36
1640,70,784,692,4,debit,2017-03-09 12:49:43
2614,70,835,692,4,credit_card,2017-03-13 18:52:01
2909,70,847,692,4,debit,2017-03-19 23:42:44
3891,33,856,692,4,cash,2017-03-17 10:46:46
4579,70,754,692,4,debit,2017-03-20 17:28:56
3842,55,990,684,4,credit_card,2017-03-21 1:46:16
3979,55,785,684,4,debit,2017-03-24 0:32:45
950,27,713,676,4,debit,2017-03-22 2:42:47
3627,27,729,676,4,credit_card,2017-03-09 18:22:31
3656,27,916,676,4,credit_card,2017-03-16 13:22:38
877,95,988,672,4,credit_card,2017-03-25 7:24:54
2394,95,980,672,4,debit,2017-03-12 0:00:56
515,94,858,670,5,cash,2017-03-11 22:07:58
2752,39,795,670,5,cash,2017-03-21 1:01:50
4115,94,817,670,5,credit_card,2017-03-03 11:00:48
2589,54,867,665,5,debit,2017-03-30 6:20:07
3020,54,778,665,5,debit,2017-03-01 19:13:17
1989,46,975,664,4,debit,2017-03-23 5:16:18
3246,46,776,664,4,debit,2017-03-20 9:00:46
526,73,830,660,4,cash,2017-03-01 6:42:32
710,8,795,660,5,credit_card,2017-03-21 10:56:36
2461,73,925,660,4,cash,2017-03-16 2:24:05
340,35,893,656,4,cash,2017-03-15 11:25:10
614,35,751,656,4,debit,2017-03-11 8:59:08
1503,35,778,656,4,cash,2017-03-12 12:52:33
2397,35,702,656,4,cash,2017-03-27 7:23:36
2416,28,854,656,4,debit,2017-03-14 23:56:51
3063,71,862,656,4,cash,2017-03-10 8:04:02
3292,28,703,656,4,cash,2017-03-12 22:28:35
3383,69,970,655,5,cash,2017-03-02 8:42:20
46,29,969,652,4,credit_card,2017-03-04 8:58:23
1823,29,843,652,4,credit_card,2017-03-12 10:09:01
2692,19,702,652,4,debit,2017-03-19 1:32:15
4707,19,708,652,4,debit,2017-03-01 18:49:19
4762,19,838,652,4,cash,2017-03-27 21:56:46
4750,36,884,650,5,cash,2017-03-12 8:26:14
177,97,718,648,4,cash,2017-03-16 6:33:41
1881,97,972,648,4,cash,2017-03-17 7:07:21
790,49,922,645,5,credit_card,2017-03-11 7:41:02
838,49,925,645,5,credit_card,2017-03-27 15:17:14
3608,49,760,645,5,cash,2017-03-15 19:43:53
549,66,850,644,4,debit,2017-03-18 3:26:39
954,66,708,644,4,credit_card,2017-03-27 4:10:22
2726,40,783,644,4,debit,2017-03-23 9:58:41
3685,66,975,644,4,credit_card,2017-03-27 9:18:03
4772,66,932,644,4,credit_card,2017-03-21 4:04:10
4839,66,828,644,4,debit,2017-03-28 4:50:52
146,72,906,640,4,cash,2017-03-30 9:55:00
338,91,811,640,4,credit_card,2017-03-10 13:14:04
817,13,989,640,4,debit,2017-03-20 13:38:14
1456,62,821,640,4,credit_card,2017-03-11 5:54:04
1673,13,978,640,4,credit_card,2017-03-10 18:19:29
1760,91,712,640,4,credit_card,2017-03-04 20:40:32
1996,62,703,640,4,cash,2017-03-09 8:46:40
2290,91,807,640,4,credit_card,2017-03-30 8:36:24
2330,13,842,640,4,debit,2017-03-27 8:21:51
2721,72,853,640,4,cash,2017-03-09 16:00:24
375,1,948,632,4,cash,2017-03-10 13:40:25
770,61,756,632,4,credit_card,2017-03-05 9:56:39
2333,61,999,632,4,credit_card,2017-03-18 3:07:06
2559,61,824,632,4,credit_card,2017-03-19 2:01:17
2658,61,940,632,4,credit_card,2017-03-16 17:46:44
43,18,934,624,4,debit,2017-03-21 6:59:10
127,18,839,624,4,debit,2017-03-09 10:47:22
677,18,789,624,4,credit_card,2017-03-09 10:01:27
883,23,947,624,4,debit,2017-03-30 16:11:29
1943,77,728,624,4,debit,2017-03-29 22:24:22
2371,23,765,624,4,debit,2017-03-29 18:57:14
2486,18,756,624,4,debit,2017-03-30 5:01:06
3465,18,880,624,4,debit,2017-03-18 17:39:02
4867,23,705,624,4,debit,2017-03-13 1:23:39
4112,76,795,620,4,cash,2017-03-25 15:53:35
4915,76,775,620,4,credit_card,2017-03-17 20:18:55
1467,65,710,616,4,credit_card,2017-03-13 7:39:17
1529,65,747,616,4,debit,2017-03-10 10:22:04
2743,65,749,616,4,cash,2017-03-19 20:00:31
2904,65,789,616,4,debit,2017-03-13 6:26:20
3237,65,824,616,4,credit_card,2017-03-30 11:00:59
3448,65,829,616,4,credit_card,2017-03-08 5:54:04
4409,65,901,616,4,cash,2017-03-16 18:57:46
102,74,923,612,4,credit_card,2017-03-28 11:00:20
448,84,789,612,4,cash,2017-03-09 1:31:05
543,15,984,612,4,cash,2017-03-01 16:09:45
570,30,957,612,4,credit_card,2017-03-30 19:19:31
842,84,921,612,4,cash,2017-03-28 20:47:07
1534,15,955,612,4,debit,2017-03-15 4:27:58
1627,96,852,612,4,credit_card,2017-03-06 22:31:17
2818,15,707,612,4,cash,2017-03-27 18:11:13
3085,84,720,612,4,debit,2017-03-07 0:41:57
3538,15,964,612,4,credit_card,2017-03-28 21:50:27
3616,30,737,612,4,cash,2017-03-02 16:46:44
4378,96,932,612,4,cash,2017-03-13 10:42:23
2283,12,800,603,3,debit,2017-03-21 11:54:52
3060,12,844,603,3,credit_card,2017-03-12 7:59:38
3342,12,832,603,3,cash,2017-03-08 1:05:24
3776,12,960,603,3,cash,2017-03-03 0:38:42
4117,12,917,603,3,debit,2017-03-28 9:42:51
4809,12,891,603,3,debit,2017-03-04 10:50:24
4901,12,774,603,3,debit,2017-03-10 17:48:32
1799,87,945,596,4,credit_card,2017-03-25 16:18:50
3120,87,845,596,4,debit,2017-03-26 23:45:42
4450,87,923,596,4,debit,2017-03-04 7:27:34
946,10,999,592,4,cash,2017-03-06 20:06:29
1595,10,749,592,4,credit_card,2017-03-29 13:24:51
2112,3,795,592,4,cash,2017-03-24 1:04:10
2482,3,826,592,4,credit_card,2017-03-20 5:18:43
2827,3,703,592,4,credit_card,2017-03-23 1:40:28
2865,10,880,592,4,cash,2017-03-12 23:17:46
3057,10,780,592,4,credit_card,2017-03-23 22:09:33
4253,3,809,592,4,debit,2017-03-15 20:48:19
4567,10,787,592,4,debit,2017-03-24 0:44:30
4592,3,949,592,4,credit_card,2017-03-13 12:17:25
115,41,755,590,5,cash,2017-03-20 23:15:09
862,9,785,590,5,debit,2017-03-28 20:19:25
881,41,813,590,5,credit_card,2017-03-19 20:09:12
2158,41,910,590,5,debit,2017-03-06 11:41:38
3025,41,803,590,5,credit_card,2017-03-04 9:28:38
3403,9,865,590,5,cash,2017-03-02 1:40:45
206,89,747,588,3,debit,2017-03-04 4:01:38
573,57,727,588,4,debit,2017-03-13 1:45:25
587,89,958,588,3,cash,2017-03-11 12:39:34
906,89,742,588,3,cash,2017-03-20 13:55:19
925,89,953,588,3,credit_card,2017-03-03 1:11:19
1181,89,975,588,3,debit,2017-03-29 14:28:17
1315,89,741,588,3,cash,2017-03-19 11:00:52
1418,89,874,588,3,cash,2017-03-04 11:07:14
2428,89,960,588,3,credit_card,2017-03-10 19:50:13
3103,89,743,588,3,cash,2017-03-30 12:48:48
3433,89,718,588,3,debit,2017-03-15 17:44:58
3806,89,953,588,3,debit,2017-03-06 23:24:55
3892,89,724,588,3,debit,2017-03-17 2:19:29
4145,89,874,588,3,debit,2017-03-03 12:15:45
4756,57,920,588,4,debit,2017-03-03 21:46:01
238,99,835,585,3,debit,2017-03-03 17:45:35
1209,99,815,585,3,debit,2017-03-04 13:48:42
1983,99,734,585,3,debit,2017-03-14 12:30:50
2199,99,958,585,3,cash,2017-03-29 6:59:24
3031,99,729,585,3,cash,2017-03-10 6:26:19
3073,99,901,585,3,credit_card,2017-03-09 14:01:37
4299,99,775,585,3,credit_card,2017-03-18 14:49:24
81,52,979,584,4,credit_card,2017-03-11 14:30:09
1116,52,815,584,4,cash,2017-03-01 0:31:04
1307,52,809,584,4,cash,2017-03-22 17:40:59
2211,52,996,584,4,cash,2017-03-11 12:51:37
2725,22,799,584,4,cash,2017-03-19 20:57:36
3955,52,945,584,4,cash,2017-03-25 18:04:42
4818,52,799,584,4,credit_card,2017-03-30 3:17:18
959,14,857,580,5,debit,2017-03-21 10:49:29
1922,80,931,580,4,cash,2017-03-05 2:02:33
1978,80,843,580,4,credit_card,2017-03-11 12:28:43
3908,80,787,580,4,cash,2017-03-09 2:06:36
4129,47,837,580,4,cash,2017-03-23 10:40:56
4180,80,786,580,4,credit_card,2017-03-17 2:52:47
528,50,940,579,3,debit,2017-03-26 5:17:28
559,50,755,579,3,debit,2017-03-07 22:45:06
634,50,721,579,3,debit,2017-03-08 11:19:13
1354,50,700,579,3,cash,2017-03-07 18:00:23
1820,50,910,579,3,cash,2017-03-01 19:31:39
3394,50,914,579,3,debit,2017-03-29 4:21:03
3494,50,752,579,3,cash,2017-03-05 2:32:31
3666,50,873,579,3,debit,2017-03-10 20:09:12
3750,50,926,579,3,credit_card,2017-03-07 0:01:53
4381,50,977,579,3,debit,2017-03-17 16:49:40
827,44,783,576,4,debit,2017-03-06 2:06:18
243,38,881,570,3,credit_card,2017-03-13 19:44:13
1362,38,846,570,3,cash,2017-03-21 19:25:09
3155,38,906,570,3,debit,2017-03-15 3:22:50
3690,38,700,570,3,cash,2017-03-08 3:34:47
3794,38,845,570,3,debit,2017-03-07 7:55:16
4264,38,728,570,3,credit_card,2017-03-09 15:22:09
455,37,944,568,4,credit_card,2017-03-19 15:49:32
546,37,734,568,4,cash,2017-03-21 20:56:24
904,45,910,568,4,credit_card,2017-03-09 21:30:01
955,37,776,568,4,credit_card,2017-03-30 15:39:49
1035,45,731,568,4,cash,2017-03-26 1:02:28
1386,5,863,568,4,credit_card,2017-03-26 22:26:54
1516,37,946,568,4,credit_card,2017-03-27 10:57:23
1899,45,842,568,4,credit_card,2017-03-11 6:07:38
2015,5,953,568,4,cash,2017-03-22 20:45:31
2181,37,924,568,4,credit_card,2017-03-18 0:36:18
2817,37,976,568,4,credit_card,2017-03-07 9:34:56
3349,5,909,568,4,cash,2017-03-25 8:16:16
4251,45,944,568,4,credit_card,2017-03-21 5:30:41
4410,5,879,568,4,debit,2017-03-10 1:16:33
56,51,851,561,3,credit_card,2017-03-13 5:05:25
130,51,721,561,3,debit,2017-03-14 3:54:02
282,6,836,561,3,debit,2017-03-14 2:26:26
294,51,918,561,3,cash,2017-03-14 13:22:21
524,51,890,561,3,credit_card,2017-03-22 1:28:12
577,51,980,561,3,cash,2017-03-21 6:52:38
1444,51,780,561,3,cash,2017-03-12 23:18:35
1454,6,967,561,3,credit_card,2017-03-03 9:20:16
1737,6,937,561,3,credit_card,2017-03-06 16:31:24
1750,6,839,561,3,cash,2017-03-20 19:09:50
1966,6,811,561,3,credit_card,2017-03-03 18:30:07
2512,6,871,561,3,credit_card,2017-03-01 22:59:37
2979,6,758,561,3,cash,2017-03-07 13:02:02
3142,6,728,561,3,debit,2017-03-19 18:09:30
3609,6,856,561,3,cash,2017-03-26 3:51:41
3783,51,920,561,3,debit,2017-03-29 0:28:31
3996,51,701,561,3,debit,2017-03-16 1:15:13
4386,6,843,561,3,debit,2017-03-16 13:44:19
4580,51,971,561,3,credit_card,2017-03-13 15:34:55
4587,51,716,561,3,debit,2017-03-22 16:29:59
57,53,739,560,5,credit_card,2017-03-18 8:45:21
1495,7,745,560,5,credit_card,2017-03-18 1:08:46
1856,24,822,560,4,debit,2017-03-25 10:44:41
2959,24,711,560,4,debit,2017-03-21 13:10:08
3631,24,730,560,4,debit,2017-03-16 8:13:45
922,58,936,552,4,credit_card,2017-03-26 14:52:51
1032,11,980,552,3,credit_card,2017-03-07 1:20:32
1177,11,831,552,3,credit_card,2017-03-23 20:03:15
1428,58,965,552,4,credit_card,2017-03-18 9:57:43
1984,11,901,552,3,credit_card,2017-03-13 22:41:03
2353,11,971,552,3,credit_card,2017-03-11 23:52:58
2382,58,907,552,4,credit_card,2017-03-12 4:31:39
3204,58,897,552,4,credit_card,2017-03-09 4:34:28
4064,11,924,552,3,debit,2017-03-13 20:43:20
4110,58,756,552,4,debit,2017-03-14 5:13:40
4990,11,843,552,3,credit_card,2017-03-02 15:06:29
129,63,963,544,4,debit,2017-03-25 5:52:51
1704,63,977,544,4,credit_card,2017-03-20 5:31:04
1900,68,804,544,4,cash,2017-03-22 22:50:47
2116,63,766,544,4,debit,2017-03-14 17:28:31
2459,68,833,544,4,debit,2017-03-24 7:31:16
3836,68,879,544,4,debit,2017-03-03 1:53:28
402,79,771,543,3,debit,2017-03-12 3:45:43
404,43,951,543,3,credit_card,2017-03-01 23:52:31
425,79,932,543,3,debit,2017-03-09 12:04:47
755,79,833,543,3,cash,2017-03-05 4:07:27
903,79,929,543,3,debit,2017-03-14 3:03:04
1110,43,748,543,3,debit,2017-03-17 15:16:56
1538,43,750,543,3,credit_card,2017-03-11 13:20:57
1675,43,785,543,3,cash,2017-03-20 5:25:21
1730,79,787,543,3,credit_card,2017-03-27 23:51:21
1831,79,923,543,3,debit,2017-03-09 6:09:16
2592,79,834,543,3,credit_card,2017-03-15 5:32:35
2596,43,733,543,3,debit,2017-03-14 18:18:35
2638,43,800,543,3,cash,2017-03-17 17:26:53
2961,43,855,543,3,credit_card,2017-03-29 21:42:54
3047,79,734,543,3,cash,2017-03-22 15:52:33
4155,79,725,543,3,debit,2017-03-17 12:32:32
4211,43,717,543,3,credit_card,2017-03-13 19:40:30
4234,79,849,543,3,cash,2017-03-05 18:45:10
4424,79,987,543,3,credit_card,2017-03-06 23:35:07
4488,79,903,543,3,credit_card,2017-03-30 2:57:30
4844,43,701,543,3,cash,2017-03-01 9:56:42
4849,43,847,543,3,cash,2017-03-25 22:06:28
592,39,774,536,4,cash,2017-03-27 9:43:31
1672,94,804,536,4,cash,2017-03-28 4:01:56
1863,39,738,536,4,cash,2017-03-01 0:08:09
4885,39,824,536,4,credit_card,2017-03-13 4:00:52
281,90,807,534,3,debit,2017-03-27 23:41:40
362,90,933,534,3,cash,2017-03-16 7:20:49
485,59,748,534,3,debit,2017-03-18 14:37:02
582,90,799,534,3,credit_card,2017-03-22 4:13:18
754,59,994,534,3,credit_card,2017-03-23 22:02:17
932,59,786,534,3,cash,2017-03-09 11:04:48
1929,59,916,534,3,cash,2017-03-20 16:55:05
2122,59,863,534,3,debit,2017-03-22 12:33:21
2223,59,752,534,3,debit,2017-03-21 3:20:05
2232,90,844,534,3,debit,2017-03-06 3:20:07
2362,90,843,534,3,credit_card,2017-03-11 0:56:06
2798,90,704,534,3,cash,2017-03-07 15:32:08
3001,59,863,534,3,debit,2017-03-07 6:44:45
3080,59,884,534,3,credit_card,2017-03-19 18:02:07
3172,90,948,534,3,cash,2017-03-27 14:57:54
3209,90,972,534,3,credit_card,2017-03-28 13:18:06
3352,90,875,534,3,credit_card,2017-03-02 13:46:49
3456,59,886,534,3,credit_card,2017-03-24 16:50:04
3634,90,999,534,3,debit,2017-03-01 12:04:51
3848,90,923,534,3,debit,2017-03-05 3:31:29
3858,59,762,534,3,debit,2017-03-13 19:42:15
4245,59,745,534,3,cash,2017-03-11 23:13:45
4794,59,715,534,3,cash,2017-03-11 22:06:51
4798,59,747,534,3,cash,2017-03-15 4:31:27
105,54,803,532,4,cash,2017-03-28 5:30:41
2457,98,875,532,4,debit,2017-03-17 2:28:22
2851,98,904,532,4,credit_card,2017-03-24 2:40:18
3897,98,998,532,4,credit_card,2017-03-23 1:39:58
4016,98,954,532,4,cash,2017-03-03 11:11:37
52,81,959,531,3,cash,2017-03-25 22:58:11
62,60,720,531,3,debit,2017-03-21 18:08:34
236,60,938,531,3,debit,2017-03-29 13:49:35
451,81,949,531,3,debit,2017-03-02 9:41:13
568,82,980,531,3,credit_card,2017-03-17 23:48:18
682,81,731,531,3,credit_card,2017-03-25 9:48:28
745,60,745,531,3,debit,2017-03-08 7:33:34
829,60,980,531,3,debit,2017-03-10 4:51:04
908,60,847,531,3,debit,2017-03-10 9:17:13
1147,81,861,531,3,credit_card,2017-03-13 19:36:43
1313,82,927,531,3,credit_card,2017-03-20 8:32:00
1497,81,810,531,3,cash,2017-03-23 15:11:01
1556,82,781,531,3,debit,2017-03-23 10:14:46
1845,82,720,531,3,credit_card,2017-03-12 22:48:37
1860,82,954,531,3,cash,2017-03-20 23:31:22
1998,81,768,531,3,cash,2017-03-20 10:45:35
2082,60,861,531,3,credit_card,2017-03-13 7:05:10
2100,81,899,531,3,cash,2017-03-03 15:49:29
2152,60,997,531,3,debit,2017-03-17 7:53:13
2192,81,850,531,3,debit,2017-03-03 10:17:58
2301,82,764,531,3,credit_card,2017-03-27 23:29:38
2518,60,960,531,3,debit,2017-03-12 15:15:56
